PDTINFLECT	akcii	iicka	akci i		
PDTINFLECT	aktivita	ativitka	aktiv it a		
PDTINFLECT	aktivitu	utivitka	aktiv it u		
PDTINFLECT	aktivity	ytivitka	aktiv it y		
PDTINFLECT	alkoholu	ulohokla	alkohol u		
PDTINFLECT	amerického	ohékcirema	americ  k ého		
PDTINFLECT	analýze	ezýlana	ana lýz e	?	
PDTINFLECT	argumenty	ytnemugra	argument y		
PDTINFLECT	armádě	ědámra	armád ě		
PDTINFLECT	armádu	udámra	armád u		
PDTINFLECT	armády	ydámra	armád y		
PDTINFLECT	atmosféře	eřéfsomta	atmo sféř e		
PDTINFLECT	atmosféru	uréfsomta	atmo sfér u		
PDTINFLECT	autonomie	eimonotua	auto nom i e		
PDTINFLECT	autora	arotua	autor a		
PDTINFLECT	autoři	iřotua	autoř i		
PDTINFLECT	bankám	máknab	bank ám		
PDTINFLECT	bankovních	hcínvoknab	bank ovn ích		
PDTINFLECT	barvy	yvrab	barv y		
PDTINFLECT	bázi	izáb	báz i		
PDTINFLECT	berou	uoreb	ber ou		
PDTINFLECT	bezesporu	uropsezeb	beze s por u		
PDTINFLECT	bezmála	alámzeb	bez mál a		
PDTINFLECT	bezpečnosti	itsončepzeb	bezpeč n ost i		
PDTINFLECT	bezpečnostní	íntsončepzeb	bezpeč n ost n í		
PDTINFLECT	bezpečnostních	hcíntsončepzeb	bezpeč n ost n ích		
PDTINFLECT	bilanci	icnalib	bilanc i		
PDTINFLECT	biologické	ékcigoloib	bio log ick é		
PDTINFLECT	bis	sib	b i s		
PDTINFLECT	bodu	udob	bod u		
PDTINFLECT	bojů	ůjob	boj ů		
PDTINFLECT	bojuje	ejujob	boj uj e		
PDTINFLECT	bosenské	éksnesob	bosen sk é		
PDTINFLECT	bosenských	hcýksnesob	bosen sk ých		
PDTINFLECT	brance	ecnarb	bran c e		
PDTINFLECT	branek	kenarb	bran ek		
PDTINFLECT	brání	ínárb	brán í		
PDTINFLECT	brankáře	eřáknarb	bran k ář e		
PDTINFLECT	brankou	uoknarb	bran k ou		
PDTINFLECT	branku	uknarb	bran k u		
PDTINFLECT	branky	yknarb	bran k y		
PDTINFLECT	březnu	unzeřb	březn u		
PDTINFLECT	britského	ohékstirb	brit sk ého		
PDTINFLECT	britských	hcýkstirb	brit sk ých		
PDTINFLECT	brněnské	éksněnrb	brn ěn sk é	nebo ensk dohromady?	
PDTINFLECT	brněnského	ohéksněnrb	brn ěn sk ého		
PDTINFLECT	budoucna	ancuodub	bud ouc n a		
PDTINFLECT	budoucnu	uncuodub	bud ouc n u		
PDTINFLECT	budování	ínávodub	bud ová n í		
PDTINFLECT	budov	vodub	budov		
PDTINFLECT	budovu	uvodub	budov u		
PDTINFLECT	buněk	kěnub	buněk		
PDTINFLECT	buňky	ykňub	buňk y		
PDTINFLECT	bydliště	ětšildyb	bydl išt ě		
PDTINFLECT	bytové	évotyb	byt ov é		
PDTINFLECT	bytového	ohévotyb	byt ov ého		
PDTINFLECT	bývalá	álavýb	bý v a l á	zk v datech	
PDTINFLECT	bývalého	ohélavýb	bý v a l ého	zk v datech	
PDTINFLECT	bývalém	mélavýb	bý v a l ém	zk v datech	
PDTINFLECT	bývalým	mýlavýb	bý v a l ým	zk v datech	
PDTINFLECT	částic	citsáč	část ic		
PDTINFLECT	částkou	uoktsáč	část k ou		
PDTINFLECT	celkově	ěvoklec	cel k ov ě		
PDTINFLECT	celkového	ohévoklec	cel k ov ého		
PDTINFLECT	celkových	hcývoklec	cel k ov ých		
PDTINFLECT	celku	uklec	cel k u		
PDTINFLECT	celků	ůklec	cel k ů		
PDTINFLECT	celníci	icínlec	cel n íc i	???	
PDTINFLECT	cenami	imanec	cen ami		
PDTINFLECT	centra	artnec	centr a		
PDTINFLECT	centrem	mertnec	centr em		
PDTINFLECT	černém	ménreč	čern ém		
PDTINFLECT	certifikátů	ůtákifitrec	certi fik át ů	?	
PDTINFLECT	červenci	icnevreč	červen c i		
PDTINFLECT	českému	umékseč	čes k ému		
PDTINFLECT	československé	éksnevolsokseč	čes k o slov en sk é		
PDTINFLECT	chaosu	usoahc	chaos u		
PDTINFLECT	chápe	epáhc	cháp e		
PDTINFLECT	chemických	hcýkcimehc	chem ick ých		
PDTINFLECT	chlapci	icpalhc	chlap c i		
PDTINFLECT	chod	dohc	chod		
PDTINFLECT	chrámu	umárhc	chrám u		
PDTINFLECT	chrání	ínárhc	chrán í		
PDTINFLECT	činitelé	életinič	čin i tel é		
PDTINFLECT	čínské	éksníč	čín sk é		
PDTINFLECT	církve	evkríc	církv e		
PDTINFLECT	církvi	ivkríc	církv i		
PDTINFLECT	civilní	ínlivic	civil n í		
PDTINFLECT	cla	alc	cl a		
PDTINFLECT	článků	ůknálč	člán k ů		
PDTINFLECT	člena	anelč	člen a		
